module_code,course_title,industry,industry_others,occupation,other_occupations_title
LAB1201,Introduction to Japanese Studies,Others please specify,,Non Applicable based on skip pattern,
PF1101,Bahasa Indonesia 2,Others please specify,,Non Applicable based on skip pattern,
BSP2001,Genes and Society,Others please specify,,Non Applicable based on skip pattern,
GEK1520,Understand'g Uncertainty & Stats Think'g,Others please specify,,Non Applicable based on skip pattern,
CM2121,Analytical Chemistry 1,Others please specify,,Non Applicable based on skip pattern,
GEK1002,Medical Sociology,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
CM2192,"Singapore, Asia and American Power",Personal & Other Service Activities,,Operations Officer (except Transport Operations),
GE2204,Introduction to Circuits and Systems,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
USS2105,Surgery,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
NM2101,Public Writing and Communication,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
MUT1122,Computer Communication Networks I,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
SC1101E,Physics IE,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
LSM1401,Data Structures and Algorithms I,Personal & Other Service Activities,,Operations Officer (except Transport Operations),
BN3301,Ordinary Differential Equations,Personal & Other Service Activities,,Research Officer (Non-Statistical),
LSM1101,"Communications, New Media and Society",Personal & Other Service Activities,,Research Officer (Non-Statistical),
CS1010E,Principles of Marketing,Personal & Other Service Activities,,Research Officer (Non-Statistical),
DSC2006,Managerial Economics,Personal & Other Service Activities,,Research Officer (Non-Statistical),
GER1000,Programming Methodology,Personal & Other Service Activities,,Research Officer (Non-Statistical),
CM2142,Heat & Mass Transfer,Personal & Other Service Activities,,Research Officer (Non-Statistical),
PR3104,Principles Of Medicinal Chemistry,Personal & Other Service Activities,,Research Officer (Non-Statistical),
ME2101,Forensic Science,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
GEK1001,Cognitive Psychology,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
LSM2103,Introduction to Politics,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
LSM3212,Engineering Electromagnetics,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
MA4264,Real Estate Development & Investment Law,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
GE2229,Interaction Design,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
EE2009,Ecology and Environment,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,"Petroleum, mining and prospecting services (Including offshore exploration services)",,Social Work and Counselling Professional,
CL1101E,Separation Processes,Pharmaceutical,,"Others, please provide job title and description",
GEQ1000,Operations Management,Pharmaceutical,,"Others, please provide job title and description",
CS3241,Digital Design,Pharmaceutical,,"Others, please provide job title and description",
CM2101,Chinese Language: Its Past and Present,Pharmaceutical,,"Others, please provide job title and description",
JS1101E,Software Engineering,Pharmaceutical,,"Others, please provide job title and description",
PS3257,Financial And Management Accounting,Pharmaceutical,,"Others, please provide job title and description",
LAG2201,Accounting for Decision Makers,Pharmaceutical,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Pharmaceutical,,"Others, please provide job title and description",
MKT1003,Management And Organisation,Pharmaceutical,,Financial/ Investment Adviser,
MD5140,Game Theory & Applications to Economics,Pharmaceutical,,Financial/ Investment Adviser,
ES1601,Engineering Visualization & Modeling,Pharmaceutical,,Financial/ Investment Adviser,
ST1131,Calculus,Pharmaceutical,,Financial/ Investment Adviser,
NM3224,Introduction to Biotransport,Pharmaceutical,,Financial/ Investment Adviser,
GE2229,Interaction Design,Pharmaceutical,,Financial/ Investment Adviser,
WR1401,Effective Communication for Health Professionals,Pharmaceutical,,Financial/ Investment Adviser,
CN1111,Physical Chemistry 1,Security,,"Others, please provide job title and description",
CS2102,Mechanics Of Machines,Security,,"Others, please provide job title and description",
EG1108,Linear Algebra I,Security,,"Others, please provide job title and description",
SC2204,Systems Design Project,Security,,"Others, please provide job title and description",
EC2303,Science of Music,Security,,"Others, please provide job title and description",
CFG1010,Engineering Professionalism,Security,,"Others, please provide job title and description",
AR5321,Experiments in Chemistry 2,Security,,"Others, please provide job title and description",
EE2011,Bachelor Of Engineering Dissertation,Security,,"Others, please provide job title and description",
CN2122,Chemical Engineering Principles,Security,,Non Applicable based on skip pattern,
PC1431,NUS Data Protection & PDPA Guidelines,Security,,Non Applicable based on skip pattern,
EL1101E,General Biology,Security,,Non Applicable based on skip pattern,
GE2228,Labour Law In Singapore,Security,,Non Applicable based on skip pattern,
LSM2191,Japanese 4,Security,,Non Applicable based on skip pattern,
EC2104,Chemistry for Life Sciences,Security,,Non Applicable based on skip pattern,
EG3601,Signals and Systems,Security,,Non Applicable based on skip pattern,
LAJ1201,DOCTORAL SEMINARS,Security,,Non Applicable based on skip pattern,
EC3312,Climate Responsive Architecture,Security,,"Others, please provide job title and description",TRAINING TEACHER
CL2280,Computer Architecture,Security,,"Others, please provide job title and description",TRAINING TEACHER
CS1101S,Modern Technology in Medicine and Health,Security,,"Others, please provide job title and description",TRAINING TEACHER
MA1505,Quantitative Reasoning,Security,,"Others, please provide job title and description",TRAINING TEACHER
CN2108,Great Ideas in Contemporary Physics,Security,,"Others, please provide job title and description",TRAINING TEACHER
ST1131,Calculus,Security,,"Others, please provide job title and description",TRAINING TEACHER
ME2135,Digital Fundamentals,Security,,"Others, please provide job title and description",TRAINING TEACHER
JS1101E,Software Engineering,Security,,"Others, please provide job title and description",TRAINING TEACHER
SC2204,Systems Design Project,Security,,"Others, please provide job title and description",SOCIAL WORKER
EG3601,Signals and Systems,Security,,"Others, please provide job title and description",SOCIAL WORKER
AR1221,Combinatorics and Graphs I,Security,,"Others, please provide job title and description",SOCIAL WORKER
EC3101,Statistics for Life Sciences,Security,,"Others, please provide job title and description",SOCIAL WORKER
DSC2006,Managerial Economics,Security,,"Others, please provide job title and description",SOCIAL WORKER
CFG1000,Strength of Materials,Security,,"Others, please provide job title and description",SOCIAL WORKER
CS1020,English for Academic Purposes,Security,,"Others, please provide job title and description",SOCIAL WORKER
ST2334,Foundations for Econometrics,Security,,"Others, please provide job title and description",SOCIAL WORKER
EE2009,Ecology and Environment,Security,,"Others, please provide job title and description",
PS3249,Communications and New Media Research,Security,,"Others, please provide job title and description",
EE2031,Animal Behaviour,Security,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Security,,"Others, please provide job title and description",
EU1101E,Mechanical Systems Design I,Security,,"Others, please provide job title and description",
LC2007,Communicating Engineering,Security,,"Others, please provide job title and description",
SSB2216,Anatomy and Physiology I,Security,,"Others, please provide job title and description",
EC2102,Understanding the Universe,Security,,"Others, please provide job title and description",
SC2217,Mathematical Thinking,Security,,"Others, please provide job title and description",
LSM1401,Data Structures and Algorithms I,Security,,"Others, please provide job title and description",
LAC1201,Social Psychology,Security,,"Others, please provide job title and description",
NCC1000,Metabolism and Regulation,Security,,"Others, please provide job title and description",
SSS1207,Physics in the Life Sciences,Security,,"Others, please provide job title and description",
ME2135,Digital Fundamentals,Security,,"Others, please provide job title and description",
BSP2001,Genes and Society,Security,,"Others, please provide job title and description",
GER1000,Programming Methodology,Security,,"Others, please provide job title and description",
ME3162,Data Structures and Algorithms,Security,,"Others, please provide job title and description",
SC1101E,Physics IE,Security,,"Others, please provide job title and description",
FAS1102,Introduction to Computing,Security,,"Others, please provide job title and description",
ME2143,Fundamental Pharmacology,Security,,"Others, please provide job title and description",
CN3108,"Malays - Tradition, Conflict and Change",Security,,"Others, please provide job title and description",
LSM1102,Discrete Structures,Security,,"Others, please provide job title and description",
CM1111,Design Project,Security,,"Others, please provide job title and description",
PL3233,Fundamentals Of Mechanical Design,Security,,"Others, please provide job title and description",
LSM1101,"Communications, New Media and Society",Security,,"Others, please provide job title and description",
LAJ1201,DOCTORAL SEMINARS,Security,,"Others, please provide job title and description",
ES5002,Drugs and Society,Security,,"Others, please provide job title and description",
PC1432,Japanese 1,Security,,"Others, please provide job title and description",
PC1222,Macroeconomic Analysis II,Security,,"Others, please provide job title and description",
PF2105,Real Estate Market Analysis,Security,,"Others, please provide job title and description",
EC3304,Biological Psychology,Security,,"Others, please provide job title and description",
EL1101E,General Biology,Security,,"Others, please provide job title and description",
TR2201,REAL ESTATE ECONOMICS,Security,,"Others, please provide job title and description",
CS1020E,Constitutional & Administrative Law,Security,,"Others, please provide job title and description",
EC1301,Financial Accounting,Security,,"Others, please provide job title and description",
SC1101E,Physics IE,Security,,"Others, please provide job title and description",SOCIAL WORKER
LAJ2203,Physical Chemistry 2,Security,,"Others, please provide job title and description",SOCIAL WORKER
LC2004,Accounting Information Systems,Security,,"Others, please provide job title and description",SOCIAL WORKER
PL1101E,Electrical Engineering,Security,,"Others, please provide job title and description",SOCIAL WORKER
GEK1508,Calculus for Computing,Security,,"Others, please provide job title and description",SOCIAL WORKER
PL1101E,Electrical Engineering,Security,,"Others, please provide job title and description",SOCIAL WORKER
EC1101E,Changing Landscapes of Singapore,Security,,"Others, please provide job title and description",SOCIAL WORKER
CM1121,Database Systems,Security,,Non Applicable based on skip pattern,
CM1401,Business Analytics - Data & Decisions,Security,,Non Applicable based on skip pattern,
EE2005,Cosmetics & Perfumes,Security,,Non Applicable based on skip pattern,
BSP1004X,Pharmacy Law,Security,,Non Applicable based on skip pattern,
CS1020,English for Academic Purposes,Security,,Non Applicable based on skip pattern,
LSM2101,Statics And Mechanics Of Materials,Security,,Non Applicable based on skip pattern,
MD2140,Engineering Calculus,Security,,Non Applicable based on skip pattern,
SSA2202,Japanese 2,Security,,Non Applicable based on skip pattern,
GE1101E,General Physiology,Security,,Non Applicable based on skip pattern,
CS1010S,Law Of Contract,Security,,Non Applicable based on skip pattern,
PR4104,Dynamics of Interpersonal Effectiveness,Security,,Non Applicable based on skip pattern,
CN3132,Introduction to Programming with Matlab,Security,,Non Applicable based on skip pattern,
MA1506,Mathematics II,Security,,Non Applicable based on skip pattern,
PS1101E,StepUp Module (A Career Development Programme),Security,,Non Applicable based on skip pattern,
EC2102,Understanding the Universe,Security,,"Others, please provide job title and description",
CS1010S,Law Of Contract,Security,,"Others, please provide job title and description",
PS1101E,StepUp Module (A Career Development Programme),Security,,"Others, please provide job title and description",
CN3124,Analytical Methods in Electrical and Computer Engineering,Security,,"Others, please provide job title and description",
LAJ2202,Mechanics of Materials,Security,,"Others, please provide job title and description",
LAF1201,Human Physiology: Cardiopulmonary System,Security,,"Others, please provide job title and description",
CS2105,Research and Statistical Methods I,Security,,"Others, please provide job title and description",
PL1101E,Electrical Engineering,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
CFG1010,Engineering Professionalism,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
LSM2101,Statics And Mechanics Of Materials,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
MDG5108,PROPERTY AND FACILITIES MANAGEMENT,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
PC1432,Japanese 1,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
MA1506,Mathematics II,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
EN1101E,Theories of Communications and New Media,Security,,Non Applicable based on skip pattern,SOCIAL WORKER
EC1101E,Changing Landscapes of Singapore,Security,,Pre-University (including Junior College) and Secondary School Teacher,
GEK1520,Understand'g Uncertainty & Stats Think'g,Security,,Pre-University (including Junior College) and Secondary School Teacher,
CN2122,Chemical Engineering Principles,Security,,Pre-University (including Junior College) and Secondary School Teacher,
PC1221,Regression Analysis,Security,,Pre-University (including Junior College) and Secondary School Teacher,
IE3110,Introduction to Signals and Communications,Security,,Pre-University (including Junior College) and Secondary School Teacher,
LAG1201,Public Speaking and Critical Reasoning,Security,,Pre-University (including Junior College) and Secondary School Teacher,
FIN2004,Singapore Society,Security,,Pre-University (including Junior College) and Secondary School Teacher,
ACC1006,Personal Development & Career Management,Security,,"Others, please provide job title and description",SOCIAL WORKER
BSP1005,Physics IIE,Security,,"Others, please provide job title and description",SOCIAL WORKER
EG1108,Linear Algebra I,Security,,"Others, please provide job title and description",SOCIAL WORKER
CFG1001,Einstein's Universe & Quantum Weirdness,Security,,"Others, please provide job title and description",SOCIAL WORKER
SSA1201,Macroeconomic Analysis I,Security,,"Others, please provide job title and description",SOCIAL WORKER
MNO2009,Japanese 3,Security,,"Others, please provide job title and description",SOCIAL WORKER
BSP2001,Genes and Society,Security,,"Others, please provide job title and description",SOCIAL WORKER
SC2211,Graduate Research Seminar and Workshop,Security,,"Others, please provide job title and description",
LSM1106,Normal Structure and Function,Security,,"Others, please provide job title and description",
CS1231,Nation-Building in Singapore,Security,,"Others, please provide job title and description",
CFG1010,Engineering Professionalism,Security,,"Others, please provide job title and description",
MA3110,Microprocessor Systems,Security,,"Others, please provide job title and description",
DP1001,Mathematics I,Security,,"Others, please provide job title and description",
CN2125,Microbiology,Security,,"Others, please provide job title and description",
CS2106,Econometrics I,Security,,Pre-University (including Junior College) and Secondary School Teacher,
GEK1022,Pharmacology 2,Security,,Pre-University (including Junior College) and Secondary School Teacher,
PR4104,Dynamics of Interpersonal Effectiveness,Security,,Pre-University (including Junior College) and Secondary School Teacher,
EC2303,Science of Music,Security,,Pre-University (including Junior College) and Secondary School Teacher,
PS2249,Signals,Security,,Pre-University (including Junior College) and Secondary School Teacher,
MKT1003X,Biochemistry of Biomolecules,Security,,Pre-University (including Junior College) and Secondary School Teacher,
EC2303,Science of Music,Security,,Pre-University (including Junior College) and Secondary School Teacher,
MA1102R,Southeast Asia: A Changing Region,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
EE2007,Geopolitics:Geographies of War & Peace,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
LSM2102,Biodiversity,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
FSP4003,Medicine,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
HY1101E,Microeconomic Analysis II,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
MA1102R,Southeast Asia: A Changing Region,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
RE2106,Taxation,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
MLE1101,Human Capital in Organizations,"Real Estate (Sales, Rental & Leasing)",,"Others, please provide job title and description",
ST2137,Sociology of Deviance,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
CM1501,Critical Thinking And Writing,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
CN3109,Advanced Experiments In Organic & Inorganic Chemistry,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
CM1502,Living with Mathematics,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
EC1101E,Changing Landscapes of Singapore,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
LC2007,Communicating Engineering,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
CE3121,Human Anatomy,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
SC1101E,Physics IE,"Real Estate (Sales, Rental & Leasing)",,Advocate/ Solicitor,
GEK1542,Process Dynamics & Control,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
PS2237,Emerging Technologies in Electrical Engineering,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
EG1108,Linear Algebra I,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
LAJ3201,Community Health Posting,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
FIN2004,Singapore Society,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
IT1005,Basic Applied Mathematics for Sciences,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
MA1506,Mathematics II,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
EG2401,Principles of Economics,"Real Estate (Sales, Rental & Leasing)",,Appraiser/ Valuer,
ES5002,Drugs and Society,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
HR2002,HeadStart Module (A Career Development Programme),"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
MA1104,Numerical Analysis I,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
CS2105,Research and Statistical Methods I,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
ACC1002,B.Eng. Dissertation,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
HY1101E,Microeconomic Analysis II,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
ST3236,Research Methodology & Ethics,"Real Estate (Sales, Rental & Leasing)",,Teachers’ Aide,
TG2415,Principles of Communication Management,Retail Trade,,"Others, please provide job title and description",
HY1101E,Microeconomic Analysis II,Retail Trade,,"Others, please provide job title and description",
MKT1003,Management And Organisation,Retail Trade,,"Others, please provide job title and description",
SW2104,Organic Chemistry 1,Retail Trade,,"Others, please provide job title and description",
BN3301,Ordinary Differential Equations,Retail Trade,,"Others, please provide job title and description",
CS2105,Research and Statistical Methods I,Retail Trade,,"Others, please provide job title and description",
CN3132,Introduction to Programming with Matlab,Retail Trade,,"Others, please provide job title and description",
EG1111,Structural Systems,Retail Trade,,"Others, please provide job title and description",
DP1001,Mathematics I,Retail Trade,,"Others, please provide job title and description",
CN3109,Advanced Experiments In Organic & Inorganic Chemistry,Retail Trade,,"Others, please provide job title and description",
MA1101R,Making Sense of Society,Retail Trade,,"Others, please provide job title and description",
MKT1003,Management And Organisation,Retail Trade,,"Others, please provide job title and description",
BSP1005,Physics IIE,Retail Trade,,"Others, please provide job title and description",
CN3121,Industrial Practice,Retail Trade,,"Others, please provide job title and description",
SSA2202,Japanese 2,Retail Trade,,Non Applicable based on skip pattern,
LAK1201,Engineering Mathematics I,Retail Trade,,Non Applicable based on skip pattern,
GL1101E,Public Finance,Retail Trade,,Non Applicable based on skip pattern,
CM1101,Process Synthesis and Simulation,Retail Trade,,Non Applicable based on skip pattern,
MA1104,Numerical Analysis I,Retail Trade,,Non Applicable based on skip pattern,
CN4118R,Power Electronics,Retail Trade,,Non Applicable based on skip pattern,
CS2102,Mechanics Of Machines,Retail Trade,,Non Applicable based on skip pattern,
CN3135,Simulation,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
MA1102R,Southeast Asia: A Changing Region,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
CM1501,Critical Thinking And Writing,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
NM3215,Laboratory Techniques in Life Sciences,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
EG1108,Linear Algebra I,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
SC1101E,Physics IE,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
LSM1103,Principles of Mechanical Eng. Materials,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
CFG1001,Einstein's Universe & Quantum Weirdness,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
NM1101E,Asking Questions,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
GE2229,Interaction Design,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
MS1102E,University Scholars Seminar,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
IE3110,Introduction to Signals and Communications,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
LSM1101,"Communications, New Media and Society","Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
LSM3223,Entrepreneurship,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
ES2331,Honours Project in Life Sciences,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Non Applicable based on skip pattern,
CN3132,Introduction to Programming with Matlab,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
MNO1001,Finance,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
EC2374,Real Estate Marketing & Negotiation,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
CS1231,Nation-Building in Singapore,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
PL3235,Quantitative Methods for Economic Analysis,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
CS2103T,Business and Technical Communication,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
SC1101E,Physics IE,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
LC1003,Organic Chemistry for Engineers,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Financial/ Insurance Services Manager (e.g. Financial Institution Branch Manager),
LC2004,Accounting Information Systems,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
CN3109,Advanced Experiments In Organic & Inorganic Chemistry,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
PS1101E,StepUp Module (A Career Development Programme),"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
EG5911,Electrical Energy Systems,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
LAJ2203,Physical Chemistry 2,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
MA1506,Mathematics II,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
MA1505,Quantitative Reasoning,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
SC2214,GRADUATE RESEARCH SEMINAR,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Operations Officer (except Transport Operations),
ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
ME3122,Sensors & Actuators,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
PC1322,"South Asia : People, Culture, Develop'm","Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
EE3204,Chinese 2,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
EC3361,Thai 1,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
EL1101E,General Biology,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
CM1101,Process Synthesis and Simulation,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
GES1021,Strategies for Sustainable Architecture,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
LSM3211,Introductory Mathematics,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
ME2151,Probability and Statistics,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
SSA2211,Geographical Journeys: Exploring World Environments,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
CN1111,Physical Chemistry 1,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
GE1101E,General Physiology,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
LAJ1201,DOCTORAL SEMINARS,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
GER1000,Programming Methodology,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,Research Officer (Non-Statistical),
EC2303,Science of Music,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
LAB2201,B. Eng. Dissertation,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
EG3602,Retelling Chinese Stories: Change and Continuity,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
NCC1001,Social Work: A Heart-Head-Hand Connection,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
CM4199A,Water Resources Engineering,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
DSC2006,Managerial Economics,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
PC1432,Japanese 1,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Production, Operations and Distribution Manager",
ES1531,Computer Graphics,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
CFG1010,Engineering Professionalism,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
ST3236,Research Methodology & Ethics,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
BN2201,Introduction to International Relations,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
TG1401,Mechanical Systems Design II,"Scientific Research & Development (Includes R&D on Natural Sciences & Engineering, Social Sciences & Humanities)",,"Others, please provide job title and description",
